name,id,type,info,url
斑尼菲國際股份有限公司,702,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=239209&sno=193413
聯誠寵物有限公司,2031,,我們是一群在寵物產業資歷早已超過半百的夥伴們組成，秉持著『視寵物為己出』經營理念，並期許為台灣毛小孩們導入國內外最優質的寵物商品而努力！ 代理的品牌：法米納、囍碗、葛蕾特、克勞德博士、醍菈仙廚、貓艾歐…等，產品皆擁有多項國際認證，符合犬貓食品營養與安全規範。,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=238207&sno=195778
夏綠蒂貓咪生活館,尚未更新,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=295151&sno=195787
黃金巴頓寵支貿易有限公司,2013,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=237082&sno=188211
瀚揚國際企業有限公司,302,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=244967&sno=192980
悠遊國際實業股份有限公司,601,,悠遊寵物集團以寵物鮮食起家，秉持著「愛他，就要給他最好的」理念，至今已有近16年寵食經營經驗，一路來堅持給毛孩自然不添加的健康飲食，提供天然對身體無害的日常用品。旗下自有品牌有 : T.N.A.悠遊寵物、掰了味除臭噴霧、悠遊貓旅館、悠遊狗旅館；代理品牌有 : OPEN FARM開放農場、Livin ...,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=237046&sno=193183
阿毛有限公司,1019,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=276814&sno=193460
聖嬰企業有限公司,2023,,憑藉著40年的豐富製造經驗，創立了Bobos品牌，Bobos在全台各大寵物展上取得了極大的成功和終端消費者的好評，致力於提供高品質、實用性強並秉持價格穩定的產品。,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=293546&sno=188209
沛德奧股份有限公司,402,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=237024&sno=188626
攝狗狗工作室,908,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=292465&sno=188759
台灣美期有限公司,119,,攤位號碼：119,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=271078&sno=192447
耐維滋寵物食品有限公司,918,,攤位號碼：918,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=293349&sno=192508
仁和生物科技股份有限公司,602,,"攤位號碼：602
(10)項產品",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=283699&sno=192669
食尚好國際企業有限公司,202,,攤位號碼：202,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=276801&sno=192964
新加坡商旭潤有限公司台灣分公司,1009,,"攤位號碼：1009
(1)項產品",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=275593&sno=192967
台灣愛邦仕實業有限公司,102,,"攤位號碼：102
(10)項產品",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=278905&sno=193353
環亞寵物用品有限公司,105,,"攤位號碼：105
(8)項產品
環亞寵物有限公司，團隊人員從2003年踏入寵物產業開始，20年來一直對毛小孩抱著幸福和健康就像我們希望我們的家人幸福和健康一樣。對於毛爸毛媽來說，毛孩已是家庭中的一份子。為了這個簡單幸福的家庭，運用團隊每個人的經驗與專長，嚴謹仔細檢查產品本身的質量為每一項毛孩使用的產品做把關。",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=295851&sno=195359
茂捷有限公司,816,,攤位號碼：816,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=245950&sno=195591
逆風飛翔股份有限公司,802,,攤位號碼：802,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=291925&sno=188206
寵愛有家股份有限公司,502,,"攤位號碼：502
(6)項產品",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=258842&sno=188222
台灣松剛企業有限公司(瑪丁實業有限公司),614,,"攤位號碼：614
(5)項產品",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=237076&sno=189045
嬌聯股份有限公司,713,,"攤位號碼：713
(3)項產品
來自日本unicharm pet嬌聯寵物，經營日本銷售NO.1清新消臭雙層貓砂盆組及嬌聯寵物禮貌帶、銀湯匙貓濕食，理念是呵護寵物健康幸福的每一天，希望飼主與寵物一直在一起，透過日本專利技術，開發日本熱銷三大品類產品：
【日本銷售No.1 清新消臭雙層貓砂盆組】1週沒有異味瀰漫，健康舒適的每一天，從舒...",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=273278&sno=192789
愛眾科技有限公司,106,,"攤位號碼：106
(10)項產品
寵物保健食品界的營養師品牌，以科學文獻為輔，設計出適合毛寶貝們體型及飲食型態的最佳配方，保健成分堅持添加「有效足量」，並選用頂級品牌原料！
我們都不希望「早知道‧‧‧」、「當初應該‧‧‧」、「老了來不及‧‧‧」這些遺憾發生在毛寶貝們身上，我們認為寵物就像小孩一樣，需要被呵護、被照顧、重視牠們的日常健...",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=290806&sno=192970
富懋國際實業有限公司,903,,攤位號碼：903,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=263424&sno=193340
緯豪實業股份有限公司,113,,"攤位號碼：113
(10)項產品
EZYDOG所有的產品，為熱情及關懷愛犬的主人們，提供了一個全方位系列的牽繩、項圈、胸背帶、外 套、浮水衣和其他配件，以滿足您和愛犬的需求，同時也讓你們一起走在戶外寵物用品設計的最前端！",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=237534&sno=194094
星惠國際有限公司,807,,攤位號碼：807,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=237089&sno=188203
澳新美有限公司,615,,攤位號碼：615,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=238194&sno=188205
滿懿國際有限公司,118,,"攤位號碼：118
(4)項產品
滿懿國際為提供貓奴更好的品質嚴選貓咪相關產品及研發滿懿貓砂及貓砂伴侶除臭碳等相關產品，秉持著專業及用心為大家服務！
貓砂及貓砂伴侶除臭碳讓貓奴不再忍受鏟屎的痛苦，養貓也可以很優雅！
滿懿輕纖維貓砂無塵新上市#貓砂機也可以使用
服務貓奴是我們的初衷，讓貓奴可以輕鬆快樂！",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=274598&sno=188207
寵物工園企業有限公司,705,,攤位號碼：705,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=237058&sno=188208
桔鼎實業有限公司,714,,"攤位號碼：714
(3)項產品",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=291156&sno=188216
塑舜實業有限公司,515,,"BARDO本身的工廠是擁有將近40年專業設計與生產製造的技術以及嚴謹監督控管的品質要求。
BARDO以關懷家人的角度出發，精心挑選一系列居家必備的的寵物用品，不論是從用具到玩具，都是兼顧高質感與實用性，只為打造一個毛小孩的專屬天地。
寵物用品有餐具類、寵物床、洗澡浴盆、玩具用品類、樓梯椅、推車掛勾等...",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=293767&sno=188225
心情故事攝影社,217,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=237034&sno=188542
晨菱生技股份有限公司,813,,"🐶歸毛家族，全方位專業寵物肌膚護理🐱
「用無負擔的方式解決毛孩皮膚困擾」
結合30年專業研發博士團隊
擺脫類固醇的惡夢循環💊讓毛爸媽不再心累💔

🌻邀請你從五大方向一起呵護毛孩🌻
🔶｜肌膚...",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=279313&sno=188550
米多實業股份有限公司,316,,米多 Baby &Pet 推車專家的品牌核心是能成為陪伴孩子和毛孩快樂成長的最佳夥伴，秉持從寶貝們的最佳體驗為目標來打造每個產品，不斷推陳出新，持續挑戰設計、安全、舒適的極限，期許開創一個高品質、具有創意、多功能並充滿愛與關懷的品牌，滿足每個家庭的需求。舉凡單人座、多人座推車，皆能看見米多 ...,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=290106&sno=188856
金派庫國際有限公司,611,,"派庫廚房「台灣製造，誠食獻上」
為了毛孩們，過起自給自足的健康飲食路🐾
堅持天然的原物料來做最好的食材
公開的營養成分及檢驗報告，無藥物重金屬殘留
讓毛爸媽安心，毛孩吃的更開心🐕🐈❤️",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=291935&sno=190814
奕騏有限公司,312,,我們是派旺寵物用品，擁有豐富的研發、生產、設計【寵物智能用品】的經驗，我們專注為毛小孩打造真正需要，且為主人帶來便利的產品，讓我們一起創造更多與毛小孩互動的樂趣吧！,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=287009&sno=191136
鈺揚國際實業有限公司,218,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=220719&sno=191475
得仁生技股份有限公司,114,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=295129&sno=191501
塔伯數位行銷股份有限公司,206,,"真誠的服務與提供符合客戶需求的商品是我們不變的方向
持續堅持塔伯核心價值「以顧客服務為導向」而努力
我們專注共同的信念「世上最好的設計都有人性的溫度，而相輔相成的服務品質賦予它不同的溫度層次」。",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=276730&sno=191613
優利冠企業有限公司,512,,FikaGO寵物推車，秉持北歐實用美學理念，為寵物設計實用安全又很有品味的產品，藉由一份簡單的初衷能為寵物帶來無限的幸福感，每一款寵物推車都是對細節堅持和品質追求，選擇 FikaGO，為您和寵物帶來更美好的生活感受。,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=290747&sno=192759
博東客企業有限公司,516,,"Hi 我們是 🌎博東客 寵物世界🌎
We care everything about Pets🐶🐱

飼料👉🏻 莫比自然食｜海陸饗宴｜天然饌 
餐包、點心👉🏻 咪芙 ｜狗還...",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=237072&sno=192795
志飛企業有限公司,205,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=237040&sno=192871
鴻均商行,313,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=291568&sno=193208
高翊紙器有限公司,317,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=250834&sno=193272
肥貓里工作室,416,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=284882&sno=193355
喵喵旺寵物用品商行,710,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=237070&sno=193452
威饌股份有限公司,812,,"小犬威利/牠喵的 輕寵食
以鮮食概念創造簡單純粹的寵物飲食文化，讓寵物亦享有真食物的權益，感受食材真實傳遞的溫暖與信任，創造狗狗與家人的幸福食光。原料80%為台灣優質食材，食安把關，高規製程，專業調配的均衡營養，毛孩健康與美味兼得。

產品系列
MEAL均衡主食系列(狗)： 加水1步驟，營養美味真簡...",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=242887&sno=194916
寬譜醫學科技股份有限公司,415,,"寬譜公司設立於1990年，專業製造遠紅外線醫療保健儀器，是首家通過GMP認證取得遠紅外線醫療器材許可證，台灣遠紅外線醫療保健之領導品牌。
已被廣泛運用於居家理療保健更受到醫療專業人士肯定，至今已成為醫療機構必備醫療設備，普遍運用於各大醫院診所之復健科、中醫部、洗腎中心等科別，全球2000多家醫療院所...",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=145854&sno=195182
宏寶國際企業有限公司,213,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=237042&sno=195238
飛起來行銷股份有限公司,917,,"毛孩站起來 Furkids Stand Up
為毛孩而生的寵物品牌！
不只賣寵物用品，我們更懂你的毛孩。
嚴選最貼近貓貓狗狗需求的優良產品
讓他們的一生只負責快樂和無憂無慮",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=295914&sno=195384
達福生醫股份有限公司,606,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=292204&sno=195519
台灣信元寵物食品股份有限公司,411,,"信元製藥創立於台灣，為台灣第一家進駐科學園區的動物用藥廠。 廠房及設備均符合歐盟PIC/S及cGMP之規範, 並引入自動化生產設備, 以cGMP標準生產寵物專業營養保健品、食品及寵物藥品， 為台灣首屈一指的專業寵物營養品&amp;藥品製造商。 40多年來,信元製藥的產品皆經過嚴格的原料品質把關, 確...",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=295524&sno=196100
沛特法寵物創意雜貨,406,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=239381&sno=196260
好幫手無線科技股份有限公司,511,,"ＰＵＰＰＹ ＧＡＬＬＥＲＹ是一家設計毛孩生活用品的專門店，我們明白成為毛孩的家人不是單純的喜好，而是一種生活方式。因應年輕族群的需求以及對毛孩觀念的變化，設計出大家口中物超所值的產品，主打商品是衣服、帽子、胸背、牽繩，日後也會推出更多小朋友的生活用品！

主打優勢：
一、來自韓國的獨家設計，特別且實...",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=296119&sno=196334
真巧防水墊商行,112,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=273208&sno=188196
思伯汀生活館,810,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=271091&sno=188200
神寶企業有限公司,1017,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=278787&sno=188210
敦昱科技有限公司,305,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=237527&sno=188215
本農國際有限公司,902,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=237031&sno=188221
慶宇生技股份有限公司,709,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=290754&sno=188224
享日生活有限公司,808,,我們主要是在設計-壁貼固定的免釘免鑽孔貓跳台『折折跳台』。產品大部分以台灣設計結合在地工廠製造為主，有貓隧道、太空艙貓窩、貓抓柱、貓抓墊、星星等等 類天空款式且可以互相搭配的貓跳台。目前產品線分為1.壁貼式 2.無限板免釘系列(為洞洞板貓跳台之意)，分別推薦給不同空間使用需求的愛貓人。單獨的『壁貼式...,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=271227&sno=190755
棋軒實業有限公司,711,,"為了家裡的毛孩健康花了2年的時間扎扎實實投入到寵物鮮食相關課程，從身體結構到食品營養。
「寵物營養」對於毛孩的身體保養有很大的幫助，對於食材的把控到食譜的研究，一手把控對於寶貝營養我們絕對不馬虎，希望吃零食不再成為毛孩們的身體負擔，飼主與毛孩增進感情的同時也能放心。",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=294899&sno=190772
喬隆企業有限公司,708,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=292833&sno=191729
佩波電商,210,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=294954&sno=191773
彩彤企業社,916,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=293167&sno=192490
毅帆企業有限公司,211,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=292917&sno=192627
貓奴貓旅館,811,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=295452&sno=192633
聚和生醫科技股份有限公司,216,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=284462&sno=192685
裕錩國際有限公司,214,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=293439&sno=192997
沐嫻家府坊,310,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=295519&sno=193190
楷崴商貿科技股份有限公司,308,,"Rose-Hip Vital® Canine 澳寵瑰寶 犬貓營養保健粉，澳洲原裝進口，人可食用級別，通過APVMA澳洲農藥及獸藥管理局核可，採全球專利工藝提取和乾燥，含有獨家專利 GOPO®成分。
GOPO®經30多篇科學論文 9項臨床試驗支持，能有效阻止多餘的白血球在...",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=292139&sno=193239
科耐自然有限公司,306,,"# 品牌概念
從產品設計、原料挑選、生產製造、成品測試
​我們皆以最嚴謹的態度執行
​就是為了​​『讓您與寵物用最簡單的方式親密互動』

 # MIT台灣製作 
從原料紗到五金扣具，台灣物料台灣製造",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=263736&sno=193251
侑頤生技,311,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=295855&sno=195184
尚恩整合行銷有限公司,505,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=293051&sno=195185
志順企業股份有限公司,407,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=108500&sno=195203
大大小小行創股份有限公司,915,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=273279&sno=195240
沃森國際行銷管理顧問有限公司,209,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=294580&sno=195247
貞合有限公司,510,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=293284&sno=195267
群麗國際,412,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=295850&sno=195382
咪嚕阿嬤金孫領巾,508,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=294453&sno=195383
社團法人台灣愛狗人協會,307,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=249198&sno=195704
瑪司嗑有限公司,509,,"最時髦的寵物零食，給愛毛孩的你
台灣團隊研發製造
時尚、健康、天然、適口性佳
鏟屎官們！必須拿下！
主子們就是該在時髦的尖端",https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=295980&sno=195707
台義宇宙有限公司,913,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=295979&sno=195708
康希科技有限公司,909,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=296012&sno=195807
項圈工場主題寵物餐廳,410,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=240195&sno=195982
摩斯特廣告事業有限公司,414,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=296004&sno=196005
乾杯股份有限公司,507,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=293836&sno=196157
相達國際有限公司,309,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=257299&sno=196335
米梓國際整合有限公司,409,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=292688&sno=196337
國立屏東科技大學,911,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=220464&sno=196338
國際貓家有限公司,002,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=237455&sno=196383
邦新國際精品有限公司,尚未更新,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=242386&sno=197795
頤和文化事業有限公司,610,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=237086&sno=188772
展昭國際企業股份有限公司,尚未更新,,,https://www.chanchao.com.tw/petsshow/kaohsiungARENA/visitorExhibitorDetail.asp?comNo=107905&sno=195024
